# 由 tools/merge_units.py 從 translation/out/*.tsv 產生，**不要直接編輯這個檔**——下次合併會蓋掉。
!	！
!!	！！
!!!	！！！
para neutralizar a umkapok, hay que rociar una de las albóndigas que le prepara el cocinero con el elíxirde la BONDAD. Para ello los gobliins deben desatar la ira de umkapok, a quien definitivamente no le gustan las albóndigas demasiado picantes, y aprovechar el momento en el que agarra al cocinero para meterle una chincheta en la caja. para acceder a las chinchetas hay que serrarla cadena de colibrius. la herramienta la porporciona el hombre de la marmita.	要制伏翁卡波，得把友善藥水灑進廚師做的肉丸裡。得先惹他生氣（他最討厭肉丸太辣），趁他撲向廚師時，把圖釘放上椅墊。得先鋸斷科利比的鎖鏈才拿得到圖釘，鍋裡的小人會給你工具。
pardonnez-nous... mais il faut nous aider à recouvrer laliberté!	抱歉，但你們得幫我們重獲自由！
pas de problème! voici un morceau de ma composition!	沒問題！這首是我自己寫的曲子……
pas enchanté de t'avoir connu carnaval! maintenant on s'en va! ciao!	認識你真夠倒楣，臭丑角，掰掰！
pas impossible petit, mais il faut pour les ouvrir des muscles bien marins!	不是沒可能，但得有水手的肌肉才行！
pas question espèce de monstre! je ne veux pas venir avec toi!	想都別想，怪物！我才不跟你走！
passeggia sempre tutta nuda?	你都這樣光溜溜到處跑喔？
pazienza amico fabbro, stiamo cercando quello che ci hai chiesto...	耐心點，鐵匠，我們會找你要的……
per accedere al castello, gettate nei fossati un po' di sabbia del tempo...	想進城堡，把時間沙丟進壕溝！
per accedere al regno dei morti, bisogna trovare da tazaar la mistura che, alla temperatura giusta, apre tutte le porte. per fare questo, i gobliins devono innervosire un po' il mago per poter recuperare alcuni oggetti, tra i quali quello che permette di sbloccare lo scheletro.	要去冥界，得先在塔薩爾那裡找到那瓶藥水，加熱到對的溫度就能打開所有的門。得想辦法惹惱這位魔法師，才能順手拿到幾樣東西，其中一樣能把骷髏放出來。
per cortesia signora, ci potrebbedire come arrivare alla sala del trono?	拜託，夫人，請告訴我們去王座廳的路！
per favore, gigante buono... svegliati!	拜託，好心的巨人，醒醒吧！
per l'appunto...ho la chitarra che mi solletica le dita!	好啊好啊！我手癢正想彈吉他呢……
per neutralizzare oumkapok, bisogna annaffiare una delle polpette preparate dal cuoco con il gentisir. per farlo i gobliins devono scatenare la collera di oumkapok che detesta le polpette troppo saporite, e approfittare del momento in cui aggredisce il cuoco per mettere una puntina sopra la sua sedia. per prendere la puntina, bisogna segare la catena di colibrius : è l'omino del paiolo che fornisce l'attrezzo.	要制伏翁卡波，得把友善藥水灑進廚師做的肉丸裡。得先惹他生氣（他最討厭肉丸太辣），趁他撲向廚師時，把圖釘放上椅墊。得先鋸斷科利比的鎖鏈才拿得到圖釘，鍋裡的小人會給你工具。
per niente lieto di averti conosciuto, pagliaccio! adesso andiamo via! ciao	認識你真夠倒楣，臭丑角，掰掰！
perché avete rapito il nostro buffone? è un principe...	為何抓走我們的小丑？他其實是王子……
perdi il tuo tempo, microbo! qui ci sono solo clessidre...	白痴，別浪費時間，這裡只有沙漏……
perdonateci ... ma dovete aiutarci a riconquistare lanostra libertà!	抱歉，但你們得幫我們重獲自由！
perdóname, amigo, el demonio me ha atacado. Debo recuperarme...	抱歉朋友，我被惡魔打暈了，得緩緩……
perdónenos... ¡pero es preciso ayudarnos a recobrar la libertad!	抱歉，但你們得幫我們重獲自由！
pertrechados con el contenido del armario de los guardianes, cuya llave está forjada en hojalata gracias a su huella, los gobliins tienen que levantar la tapadera del pozo colgando a schwarzy de la polea. solo lo conseguirán distrayendolo: mientras fingus acciona la mandíbula del monstruo, winkle habla por su boca. después tendrán que espantar a schwarzy para desequilibrarlo...	拿到警衛櫃裡的東西後，用拓下的印子打一把廢鐵鑰匙，把阿諾綁上絞盤，就能撐開井蓋。得先分散他的注意力：芬格斯斯操縱怪物下巴，溫可從嘴裡講話。最後再嚇他一跳，讓他站不穩摔下去。
pese a su avanzada edad, ¡él sigue con el ojo vivo!	他年紀雖大，眼神還是很有神！
petit prince, de grâce! vous nous retardez... allez venez!	小王子，拜託別拖時間，快跟上！
pezzo d'insolente! se ne avessi uno te lo sbatterei sul tuo brutto muso!	你這無禮鬼！有的話早就賞你一巴掌！
pierdes tu tiempo, renacuajo, aquí sólo hay relojes de arena...	白痴，別浪費時間，這裡只有沙漏……
please accept this small gift! it's really elegant.	請笑納這份薄禮，聽說超夯的！
please accept this small gift. it's really elegant!	請笑納這份薄禮，聽說超夯的！
please, ma'am, show us the way to the throne room!	拜託，夫人，請告訴我們去王座廳的路！
please, nice giant, wake up!	拜託，好心的巨人，醒醒吧！
por favor señora, ¡indíquenos el camino a la sala del trono!	拜託，夫人，請告訴我們去王座廳的路！
por favor, buen gigante... ¡despiértese!	拜託，好心的巨人，醒醒吧！
portategli il fungo che la ninfa designerà in cambio di una ghiottoneria	把仙子指的菇拿給牠，記得先送份小禮！
possibile piccoletto, ma per aprirli ci vogliono dei veri muscoli marini!	不是沒可能，但得有水手的肌肉才行！
potete cederci il passo, per piacere?	可以讓我們過去嗎？
pour accéder à ce château, jetez dans les douves un peu de sable du temps...	想進城堡，把時間沙丟進壕溝！
pour neutraliser oumkapok, il faut arroser une des boulettes, que lui confectionne le cuisinier, avec l'élixir de gentillesse. pour ce faire, les gobliins doivent déclencher la colère d'oumkapok qui n'aime décidément pas les boulettes trop épicées, et profiter du moment où il empoigne le cuisinier pour glisser une punaise sur la caisse. pour accéder aux punaises il faut scier la chaîne de colibrius. c'est le bonhomme de la marmite qui fournit l'outil.	要制伏翁卡波，得把友善藥水灑進廚師做的肉丸裡。得先惹他生氣（他最討厭肉丸太辣），趁他撲向廚師時，把圖釘放上椅墊。得先鋸斷科利比的鎖鏈才拿得到圖釘，鍋裡的小人會給你工具。
pourquoi nous avez-vous enlevé notre bouffon? il s'agit d'un prince...	為何抓走我們的小丑？他其實是王子……
povero amico mio, vogliono farvi cotto? vi tireremo fuori di là!	可憐的朋友，他們想煮了你！我們救你
prima d'inghiottire questa bevanda, dovrei forse dare un'occhiatina qui!	喝這個之前，要不要再看看四周？
principino, di grazia! ci fate far tardi... forza venite!	小王子，拜託別拖時間，快跟上！
psss,sonocon voi! per accedere al trono del demone, ci vuole la chiave dell'armadio con i pesci disegnati. portatemenel'impron- ta e un pezzo di ferro eve la farò!	噓！我挺你！要進惡魔王座，得要刻魚櫃的鑰匙。給我拓印和鐵片，我幫你打！
psst, bin auf eurer seite! um zum thron des dämons zu kom- men, braucht ihr den schlüssel vom fisch- schrank! bringt mir einen abdruck und ein stück eisen, ich schmiede ihn euch!	噓！我挺你！要進惡魔王座，得要刻魚櫃的鑰匙。給我拓印和鐵片，我幫你打！
psst,bin auf eurer seite! um zum thron des dämons zu kommen braucht ihr den schlüssel zum fisch- schrank! bringt mir einen abdruck und ein stück eisen, ich schmiede ihn euch!	噓！我挺你！要進惡魔王座，得要刻魚櫃的鑰匙。給我拓印和鐵片，我幫你打！
psst,je suis avec vous! pour accéder au trône du démon, il faut la clé de l'armoire aux pois- sons. Apportez-moi son empreinte et un bout de ferraille, je vous la forgerai!	噓！我挺你！要進惡魔王座，得要刻魚櫃的鑰匙。給我拓印和鐵片，我幫你打！
qu'est-ce que c'est ça? m'en servirait bien comme cure-dent!	這是什麼？拿來當牙籤正好！
qu'est-ce-que t'attends mou du bulbe, des médailles?	還等什麼，笨蛋，等發獎牌喔？
que voulez-vous que je fasse d'un marque-page!	書籤要我拿來幹嘛！
quel entêtement! Bon vous pouvez entrer!	真是死纏爛打！好吧，進來吧。
quelle chance vous avez mon ami! un emploi stable et de tout repos...	運氣真好啊，朋友！穩定工作沒煩惱……
questa ferraglia non serve a niente senza l'impronta della chiave...	沒有鑰匙拓印，這堆廢鐵沒用！
questo fanciullo è invasato! lo porto nel mio laboratorio. bisogna fargli bere l'acqua della mia fontana. Prendetene e raggiungetemi !	這孩子中邪了！我帶他回實驗室。得讓他喝噴泉水，快去取水回來見我！
questo pagliaccio è ancora troppo all'erta! bisognerebbe distrarlo ...	這傢伙太警覺了，得引開他……
quittez ce village pour le château! gare! un géant affamé barre la sortie!	離開村子往城堡！小心飢餓巨人擋路！
reden wir nicht davon! aber ihr kÖnnt doch die zauberkarte dafür verwenden!	別提了！不過你們可以用魔法卡！
riconoscenza a parte,lei non è proprio il mio tipo!	恕我直言，你真的不是我的菜！
riecht lecker nach honig! ob das auch so gut schmeckt?	聞起來像蜂蜜，能吃嗎？
sache manant que je suis un grand roi! c'est le démon qui me tient enfermé ici	臭小子，我可是偉大國王！惡魔把我關這！
sali un po' qui se hai il coraggio ... il tappeto serve a questo!	有種就上來啊，地毯就是幹這個用的！
salut ami sportif! beau temps pour une partie n'est-ce-pas?	嗨，運動咖，今天真適合來一場！
salut, sportsfreund! prima wetter für ein spielchen, findest du nicht auch?	嗨，運動咖，今天真適合來一場！
salve amico sportivo! bel tempo per fare una partita, non trovi?	嗨，運動咖，今天真適合來一場！
salve collega! ce l'abbiamo fatta!	嘿，你好啊！有進展嗎？
salvemastroartigiano, non abbiamo ancora trovato tutto, ma ce la faremo!	鐵匠你好，還沒找齊，但快了……
sappi zoticone che io sono un grande re e che è il demone a tenermi quassù.	臭小子，我可是偉大國王！惡魔把我關這！
sauf la reconnaissance que je vous dois vous n'êtes vraiment pas mon genre!	恕我直言，你真的不是我的菜！
schÖnen guten tag gnä' frau! wie ist denn das wetter da unten?	太太早安，下面天氣還好嗎？
scusami amico,il demone mi ha stordito. ho bisogno di riprendermi un po'...	抱歉朋友，我被惡魔打暈了，得緩緩……
se posso permettermi signore... avete cominciato piuttosto malino!	恕我直言，先生……您這處境不太妙！
se trata de neutralizar a amoniak y sus dos compinches, haciendoles tomar el elixir de la bondad, sirviendose para ello de su plato favorito. para capturar las cucarachas, que se pueden sacar del ojo tirando de la lengua mientras se pasa por las orejas, es aconsejable ponerse un guante. a amoniak sólo le gustan las mariquitas, aunque una cucaracha convenientemente maquillada puede sacar de apuros.	要制伏阿摩尼亞和他兩個手下，得把友善藥水混進他們最愛吃的東西裡。蟑螂很難搞，最好戴上手套抓。阿摩尼亞只愛瓢蟲，但打扮得像的蟑螂應該也能矇混過關。
se volete penetrare nel castello non dovete passare per la porta!	想進城堡，別走大門！
see you! we've rescued the prince. Bye! we must rush!	太好了！王子救回來了，我們閃啦！
sehr geehrte hausfrau, kÖnnten sie uns ihren einkaufskorb mal ausleihen?	喂，大嬸，有籃子借一下嗎？
sei gegrÜsst, verehrter gelehrter! sage bitte,wie funktioniert die maschine da?	您好，尊貴的學者！這機器是做什麼用的？
sembra buona quella cosa là! potresti darmene un pezzo?	看起來不錯！能給我一塊嗎？
set me free so i can teach that demon a lesson!	放我下來，讓我好好教訓那惡魔……
si je peux me permettre monsieur... vous aVez l'air en triste posture!	恕我直言，先生……您這處境不太妙！
si può usare l'attrezzo contenuto dentro la cassa solo attraverso l'azione combinata dei due gobliins. winkle la apre grazie ad una potente stella marina mentre fingus ne prende il contenuto stando sul ponte di prua. vi accede grazie alla conchiglia che cerca di prendere il pesce, il quale è disturbato dal movimento del timone e spaventato da una murena.	箱子裡的工具得靠兩隻小精靈合作才拿得到。溫可用一隻大海星把箱子撬開，芬格斯斯則從前甲板拿東西，他得靠貝殼去搶那條魚，魚會被舵的擺動嚇到，又被海鰻嚇一跳，才會亂動讓貝殼得手。
si queréis penetrar en el castillo, ¡de ningún modo entréis por la puerta!	想進城堡，別走大門！
si tratta di neutralizzare amoniak e i suoi due complici, facendo loro inghiottire del gentisir, misto al loro cibo preferito. per catturare gli scarafaggi, che si possono far uscire dallo occhio tirando sulla lingua mentre si passa per le orecchie, meglio infilare dei guanti! ad amoniak piacciono solo le coccinelle, ma uno scarafaggio ben truccato può sostituirle...	要制伏阿摩尼亞和他兩個手下，得把友善藥水混進他們最愛吃的東西裡。蟑螂很難搞，最好戴上手套抓。阿摩尼亞只愛瓢蟲，但打扮得像的蟑螂應該也能矇混過關。
si tratta di un sondaggio! posso farle qualche domanda?	做個問卷調查，能問幾個問題嗎？
si voulez pénétrer dans ce château n'empruntez surtout pas la porte!	想進城堡，別走大門！
si, pero me es imposible indicarlo puesto que me han quitado los dos ojos	知道，但我眼睛被偷了，指不了路
siamo affamati! solo il notabile ha ancora qualcosa da mangiare...	我們快餓死了！只有鄉紳有得吃。
sicher, da gibt's schon ein mittel! der muss einfach den freundtrunk bekommen!	當然有辦法！讓他喝下仁慈藥水就行！
sie wünschen?	有什麼事嗎？
sieht wirklich gut aus, dieses zeug! kann ich ein stÜck davon haben?	看起來不錯！能給我一塊嗎？
siempre consigues no dar golpe. pero yo te tengo el ojo encima!	還在那晃啊？我盯著你們呢！
so now the kid has disappeared without a trace!	好了，這下小鬼不見蹤影了！
so now the kid's disappeared without a trace!	好了，這下小鬼不見蹤影了！
so you're back in the village! go through this door, it leads to tazaar.	你們回村子啦！這扇門通往塔薩爾！
so you're the big hellhound around herE	你就是這裡的地獄看門狗？
so you're the big watchdog around herE!	你就是這裡的地獄看門狗？
so, nase voll, hier im kreis zu gehen! sag uns wo's raus geht, tausendfÜssler!	唉，繞圈繞煩了！蜈蚣，帶路出去！
so, you old faggot, are you putting down roots?	老木頭，還在那邊生根喔？
so, you old pile of sticks, are you putting down roots?	老木頭，還在那邊生根喔？
sono il vero re di questi luoghi! e la mia corona può ridarmi la mia statura!	我才是真正的國王！皇冠能讓我變回原樣！
sorry! I have no time!	抱歉！我沒空！
sorry! I've no time!	抱歉！我沒空！
stai attento che ti acchiappo, microbo, e ti torco il collo!	給我等著，臭小鬼，抓到就扭斷你脖子！
strano, un occhio dentro un teschio!	奇怪，骷髏裡有隻眼睛！
such persistence! all right, you can come in.	真是死纏爛打！好吧，進來吧。
sì! ma non posso indicarvela perché mi hanno rubato gli occhi!	知道，但我眼睛被偷了，指不了路
sì, bisogna mantenere in vita il fuoco con il mantice...	對！要用風箱把火搧旺。
tenPaciencia, amigo herrero, estamos buscando lo que nos pediste.	耐心點，鐵匠，我們會找你要的……
tengo por aquí una mixtura. ¡calentán- dola, todas las puertas se abren!	我這有瓶藥水，加熱後能打開所有的門！
tes conseils nous sont précieux noble magicien! où devons-nous aller?	多謝指點，該往哪走？
thanks for quenching my thirst! i'll let you climb ON my hand...	謝謝你解了我的渴！讓你爬到我手上……
thanks for quenching my thirst! i'll let you climb up my hand...	謝謝你解了我的渴！讓你爬到我手上……
that looks good! could you give me a piece?	看起來不錯！能給我一塊嗎？
that was worth it, ducky, now you can see my handsome body!	值得吧，寶貝，現在看到我的帥身材了！
that was worth it, ducky. now you can see my handsome body!	值得吧，寶貝，現在看到我的帥身材了！
that's it! we've got work for you, artist!	好了！有活要給你做，藝術家！
that's it! we've got work for you, smithy!	好了！有活要給你做，藝術家！
the giant, forbidden by tazaar the wizard to enter the village due to his drunken behavior, stops anyone who tries to leave. to approach him, the dog must be knocked out by using the sausage pushed through a hole in the road. only the smell of a hotmeal can put the giant in a good mood. after that, fingus and winkle can give him food and drink.	巨人因醉酒被塔薩爾下令不准進村，擋住所有人的去路。要靠近他，得先把香腸塞進路上坑洞，迷昏擋路的狗。只有熱騰騰飯菜的香味能讓巨人心情變好，之後芬格斯斯和溫可才能請他吃喝。
the giant, forbidden to enter the village by tazaar the magician, due to his drunken behaviour, stops anybody from leaving. to approach him, the dog must be knocked out with the help of the sausage slipped across a hole in the road. only the smell of a hot meal can put the giant in a good form. after that, fingus and winkle can give him a meal.	巨人因醉酒被塔薩爾下令不准進村，擋住所有人的去路。要靠近他，得先把香腸塞進路上坑洞，迷昏擋路的狗。只有熱騰騰飯菜的香味能讓巨人心情變好，之後芬格斯斯和溫可才能請他吃喝。
the giant, forbidden to enter the village by tazaar the wizard due to his drunken behaviour, stops anybody from leaving. to approach him, the dog must be knocked out with the help of the sausage slipped across a hole in the road. only the smell of a hot meal can put the giant in good form. after that, fingus and winkle can give him a meal.	巨人因醉酒被塔薩爾下令不准進村，擋住所有人的去路。要靠近他，得先把香腸塞進路上坑洞，迷昏擋路的狗。只有熱騰騰飯菜的香味能讓巨人心情變好，之後芬格斯斯和溫可才能請他吃喝。
the new king only eats that. i slide them in under the steps.	新國王只吃這個！我從階梯下的洞塞進去！
the new king will only eat ladybugs. i slide them in under the steps.	新國王只吃這個！我從階梯下的洞塞進去！
the tool in the chest is accessible only through the combined action of the gobliins. winkle opens it with the help of a big starfish, while fingus takes the contents from the top deck. he gets there thanks to the shellfish that wants the fish, which in turn is disturbed by a rudder movement and scared by a moral eel.	箱子裡的工具得靠兩隻小精靈合作才拿得到。溫可用一隻大海星把箱子撬開，芬格斯斯則從前甲板拿東西，他得靠貝殼去搶那條魚，魚會被舵的擺動嚇到，又被海鰻嚇一跳，才會亂動讓貝殼得手。
the tool in the chest is accessible only through the combined action of the gobliins. winkle opens it with the help of a big starfish, while fingus takes the contents from the top deck. he gets there thanks to the shellfish that wants the fish, which in turn is disturbed by a rudder movement and scared by a moray eel.	箱子裡的工具得靠兩隻小精靈合作才拿得到。溫可用一隻大海星把箱子撬開，芬格斯斯則從前甲板拿東西，他得靠貝殼去搶那條魚，魚會被舵的擺動嚇到，又被海鰻嚇一跳，才會亂動讓貝殼得手。
the tool in the chest is accessible only through the combined action of the gobliins. winkle opens the chest withthe help of a big starfish while fingus takes the contentsfrom the top deck. fingus gets there thanks to the shellfish that wants the fish, which in turn is disturbed by a rudder movement and scared by a moray eel.	箱子裡的工具得靠兩隻小精靈合作才拿得到。溫可用一隻大海星把箱子撬開，芬格斯斯則從前甲板拿東西，他得靠貝殼去搶那條魚，魚會被舵的擺動嚇到，又被海鰻嚇一跳，才會亂動讓貝殼得手。
the unbearable anguish of his poor father...	可憐老爸痛不欲生……
they want to eat you too?	他們也想吃你？
this demon has ousted our good king and reigns in his place.	牠篡了王位，換自己當家……
this guy is too vigilant. we'll occupy him elsewhere...	這傢伙太警覺了，得引開他……
this is a hold up! gimme the money!	打劫！錢通通交出來！
this is a hold up! gimme the money!!!	打劫！錢通通交出來！
this junk is useless if you don't have the key's imprint!	沒有鑰匙拓印，這堆廢鐵沒用！
ti portiamo un fungo, collega! attenzione, è buono!	老兄，這蘑菇送你，超好吃的！
tiene aroma de miel. ¿sabe bien?	聞起來像蜂蜜，能吃嗎？
tiens rebonjour monsieur l'arbre! je ne pensais pas vous revoir de si tôt!	樹先生，又見面了！沒想到這麼快！
to neutralise oumkapok, one of the meatballs made by the cook must be sprinkled with the elixir of kindness. so, the gobliins must arouse oumkapok's anger (he does not like meatballs to be too spicy) and take advantage of the moment when he attacks the cook, by slipping a thumb tack on the case. to get to the thumb tacks, the chain of colibrius must be sawn through, - he's the guy in the cooking-pot who supplies the tool.	要制伏翁卡波，得把友善藥水灑進廚師做的肉丸裡。得先惹他生氣（他最討厭肉丸太辣），趁他撲向廚師時，把圖釘放上椅墊。得先鋸斷科利比的鎖鏈才拿得到圖釘，鍋裡的小人會給你工具。
to neutralize oumkapok, one of the meatballs made by the cook must be sprinkled with the elixir of kindness. so, the gobliins must arouse oumkapok's anger (he does not like meatballs to be too spicy) and take advantage of the moment when he attacks the cook, by slipping a thumb tack onto the case. to get to the thumb tacks, the chain by colibrius must be cut. the guy in the cooking pot will supply the tool.	要制伏翁卡波，得把友善藥水灑進廚師做的肉丸裡。得先惹他生氣（他最討厭肉丸太辣），趁他撲向廚師時，把圖釘放上椅墊。得先鋸斷科利比的鎖鏈才拿得到圖釘，鍋裡的小人會給你工具。
to reach the castle, throw some of the sand of time into the trenches!	想進城堡，把時間沙丟進壕溝！
to reach the kingdom of death, you must find in tazaar's place the mixture which, at the right temperature, will open all the doors. to do this, the gobliins must annoy the magician a bit, in order to recover some objects, including one to release the skeleton.	要去冥界，得先在塔薩爾那裡找到那瓶藥水，加熱到對的溫度就能打開所有的門。得想辦法惹惱這位魔法師，才能順手拿到幾樣東西，其中一樣能把骷髏放出來。
to reach the kingdom of gloom and doom, you must find in tazaar's place the mixture which, at the right temperature, will open all the doors. to do this, the gobliins must annoy the magician a bit in order to recover some objects, one of which will release the skeleton.	要去冥界，得先在塔薩爾那裡找到那瓶藥水，加熱到對的溫度就能打開所有的門。得想辦法惹惱這位魔法師，才能順手拿到幾樣東西，其中一樣能把骷髏放出來。
toglimi da qui in modo che io possa punirequel demone a dovere ...	放我下來，讓我好好教訓那惡魔……
toi aussi on veut te manger?	他們也想吃你？
toi montes ici un peu si tu l'oses... le tapis est là pour ça!	有種就上來啊，地毯就是幹這個用的！
tom, unseren uhrmachermeister! klopft doch einfach zweimal kurz an seine Tür!	那是鐘匠湯姆家，輕敲兩下就對了！
too risky! we'll have to scare him more...	太冒險了！得再多嚇嚇他……
too risky! we'll have to scare him some more...	太冒險了！得再多嚇嚇他……
trotz seines hohen alters hat der immer immer noch einen strahlenden blick!	他年紀雖大，眼神還是很有神！
tu n'as plus qu'à le suivre superman! il est maintenant au pays des morts!	超人，你只能去追他啦！他現在在冥界！
tu perds ton tempsminus, ici il n'y a que des sabliers...	白痴，別浪費時間，這裡只有沙漏……
tú sube aquí un rato si te atreves... ¡lA alfombra está para eso!	有種就上來啊，地毯就是幹這個用的！
um ins totenreich zu kommen, muss man bei tazaar die mischung finden, die bei der richtigen temperatur alle türen aufmacht. DAZU MÜSSen die gobliins den zaubermeister ein wenig aus der ruhe bringen, um dann ein paar dinge zu klauen... unter anderem eines, das hilft, das skelett frei zu bekommen.	要去冥界，得先在塔薩爾那裡找到那瓶藥水，加熱到對的溫度就能打開所有的門。得想辦法惹惱這位魔法師，才能順手拿到幾樣東西，其中一樣能把骷髏放出來。
um oumkapok zu neutralisieren, muss man eine der bouletten mit dem freundtrunk begiessen, die der koch ihm zubereitet. dazu mÜssen die gobliins den zorn von oumkapok provozieren, der nun wirklich keine zu stark gewürzten bouletten mag, und dann von dem augenblick profitieren, wo er den koch verprügeln will, um eine heftzwecke auf die kiste zu legen. An die heftzwecken kommt man, wenn man die kette von colibrius durchsägt. das werkzeug bekommt man von dem männchen im kochtopf.	要制伏翁卡波，得把友善藥水灑進廚師做的肉丸裡。得先惹他生氣（他最討厭肉丸太辣），趁他撲向廚師時，把圖釘放上椅墊。得先鋸斷科利比的鎖鏈才拿得到圖釘，鍋裡的小人會給你工具。
um zum schloss zu kommen, wirf ein bisschen zeitsand in den burggraben!	想進城堡，把時間沙丟進壕溝！
un bambino indifeso rapito daun demone!	嬌弱的孩子被惡魔擄走了！
un castello maledetto in una contrada ostile.	荒地裡有座被詛咒的城堡
un castillo maldito, un enclave en una comarca hostil	荒地裡有座被詛咒的城堡
un château maudit ancré dans une contrée hostile	荒地裡有座被詛咒的城堡
un fragile enfant enlevé de son foyer par un démon!	嬌弱的孩子被惡魔擄走了！
una candela! ma non bisogna farne una questione!	一根蠟燭？沒什麼大不了的！
und jetzt ist die rotznase verschwunden ohne eine adresse zu hinterlassen!	好了，這下小鬼不見蹤影了！
und nun, edler zaubermeister, was können wir jetzt tun?	尊貴的魔法師，現在我們能做什麼？
und warum sollte ich dir flegel helfen, ungezogen und rotzig wie du bist!?!	死小子，我幹嘛幫你？你怪怪的……
und wenn ich ein andenken von hier mit- nähme, bevor ich dieses zeug runterkipp	喝這鬼東西前，先拿個紀念品好了？
und wie! er hat mich ja zum offiziellen kÖnigLichen Kûchenmeister ernannt!	當然愛啊！他還封我當御用試菜官呢！
und woher soll ich wissen, ob ihr lobenswerte motive habt, ihr schlingel?	誰說你們去那是有正當理由？
und, sind sie's jetzt zufrieden?	這樣你滿意了嗎？
und, wie stehts, noch durst?	這次不渴了嗎？
une bougie! pas de quoi en faire un plat!	一根蠟燭？沒什麼大不了的！
unhook me so i can teach that demon a lesson ...	放我下來，讓我好好教訓那惡魔……
unsere beiden abenteu- rer drangen immer mehr in die tiefen einer un- bekannten, bizarren unterwasserwelt vor...	兩位冒險者，深入陌生海底世界的幽暗深淵……
valeva la pena, bellezza, di poter contemplare il mio corpo d'atleta, no?!	值得吧，寶貝，現在看到我的帥身材了！
vamos, baja, ¡mocoso! ¡tenemos cosas más importantes que hacer!	快下來，臭小子！我們還有事要辦！
vamos, gran holgazán, es la hora... ¡arriba y muévase!	快點啦懶骨頭，該起床了！
vattene microbo! mi fai ombra! non vedi che sono a mollo!	滾啦笨蛋！你擋到光了，沒看到我在泡水？
versuch du ruhig mal, hoch zu kommen! der teppich ist dazu da,wenn du's wagst	有種就上來啊，地毯就是幹這個用的！
veuillez recevoir ce modeste présent! il semble que ce soit un must!	請笑納這份薄禮，聽說超夯的！
vogliate accettare questo modesto omag- gio! pare non ci sia niente di meglio!	請笑納這份薄禮，聽說超夯的！
vogliono mangiare anche te?	他們也想吃你？
vous désirez?	有什麼事嗎？
vous habitez chez vos parents?	你還跟爸媽住喔？
vous l'aimez tant votre nouveau roi, que vous le peigniez avec cette ardeur!	你們這麼愛新國王，畫得這麼起勁！
vous n'avez pas soif cette fois?	這次不渴了嗎？
vous vous promenez toujours toute nue?	你都這樣光溜溜到處跑喔？
vÖllig ungeniessbar, absolut eklig - die bouletten sind zu stark gewürzt!	凳子
wach bitte auf, lieber goliath!	拜託，好心的巨人，醒醒吧！
wart nur, wenn ich dich schnappe, du missgeburt, dann dreh ich dir'n hals um	給我等著，臭小鬼，抓到就扭斷你脖子！
warum glotzt ihr mich an wie die hornochsen?	你們兩個笨蛋幹嘛這樣瞪我？
was fÜr ein glück sie haben, mein werter! eine ruhige, solide arbeit...	運氣真好啊，朋友！穩定工作沒煩惱……
was ist das denn? kÖnnt ich ganz gut als zahnstocher gebrauchen!	這是什麼？拿來當牙籤正好！
was machen sie denn da drinnen?	你在裡面幹嘛？
was soll ich denn mit einem lesezeichen anfangen!	書籤要我拿來幹嘛！
was wollt ihr denn, ihr gobliin_wichtel?	嘿，小鬼們，想幹嘛？
we must find king angoulafre's son who was kidnapped by a demon.	我們要找安哥拉菲王被擄走的兒子
we must find the son of king angoulafre who was kidnapped by a demon.	我們要找安哥拉菲王被擄走的兒子
we'll have to distract the attention of these two poor old toadstools.	得想辦法引開這兩個老頭子。
we'll have to make these two old billies laugh a bit!	得想辦法逗這兩個老傢伙笑一下！
we're starving! only the notable has enough to eat.	我們快餓死了！只有鄉紳有得吃。
we've brought you a mushroom, it's really good to eat!	老兄，這蘑菇送你，超好吃的！
we've brought you a mushroom. it's really good to eat!	老兄，這蘑菇送你，超好吃的！
wenn ihr ins schloss reinkommen wollt, versucht's auf keinen fall durchs tor!	想進城堡，別走大門！
wer will findet also immer ne gelegen- heit zum gammeln! hab dich im visier!!	還在那晃啊？我盯著你們呢！
wertester künstler, könnten sie uns bitte ein stÜckchen vorspielen?	藝術家先生，能為我們演奏一曲嗎？
what are you doing in there?	你在裡面幹嘛？
what are you waiting for smelly, some medals?	還等什麼，笨蛋，等發獎牌喔？
what are you waiting for? start working, lazybones!	還等什麼？快去做事，懶骨頭！
what do you want me to do with a bookmark?	書籤要我拿來幹嘛！
what do you want me to do with a page-marker?	書籤要我拿來幹嘛！
what is this? i'd like to use as a tooth-pick!	這是什麼？拿來當牙籤正好！
what is this? i'd like to use it to pick my teeth!	這是什麼？拿來當牙籤正好！
where's the way out, bone heap?	出口在哪，骷髏堆？
why are you two noodles looking at me like that?	你們兩個笨蛋幹嘛這樣瞪我？
why not take a souvenir of my visit before drinking this stuff?	喝這鬼東西前，先拿個紀念品好了？
why should i help you, cheeky fellow? there's something fishy about you...	死小子，我幹嘛幫你？你怪怪的……
wie steht's, freund küchenschabe! nicht grade einfach, hier zu wandern..	哈囉，蟑螂兄！這裡真不好走！
wir haben dir einen pilz mitgebracht, gevatter! ist die allerbeste qualität!	老兄，這蘑菇送你，超好吃的！
wir haben hunger! nur der hohe herr hat noch zu essen!	我們快餓死了！只有鄉紳有得吃。
